Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,Videoshowstart,Videoshowstop,VideoshowRT,response_3.keys,response_3.corr,response_3.rt,key_skip_3.keys,total_score,Dot_ratio,current_score,response_4.keys,response_4.corr,key_skip_4.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,1,3,7,0,,,,,,,,,,,,57.54937200000859,59.04042200000549,1.4910499999969034,None,0,,None,-13,54:46,-2,,,,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,0,0,0,3,,,,,,,,62.785033599997405,63.75674749999598,0.9717138999985764,,,,,-15,51:49,-2,None,0,None,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,0,1,1,2,,,,,,,,67.7156030000042,69.20740990000195,1.491806899997755,,,,,-17,51:49,-2,None,0,None,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,0,2,2,0,,,,,,,,73.15674659999786,74.65698739999789,1.5002408000000287,,,,,-19,51:49,-2,None,0,None,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,0,3,3,1,,,,,,,,78.55243789999804,79.52366340000299,0.9712255000049481,,,,,-21,51:49,-2,None,0,None,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,1,0,4,3,,,,,,,,83.48057660000632,84.45688050000172,0.9763038999954006,,,,,-23,51:49,-2,None,0,None,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,1,1,5,2,,,,,,,,88.3710146000085,89.85690410000097,1.4858894999924814,,,,,-25,51:49,-2,None,0,None,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,1,2,6,1,,,,,,,,93.77613830000337,94.75706509999873,0.980926799995359,,,,,-27,51:49,-2,None,0,None,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,1,3,7,0,,,,,,,,98.66490940000222,100.15688380000938,1.491974400007166,,,,,-29,51:49,-2,None,0,None,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,0,0,0,0,0,0,0,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.60030790000746,106.60030790000746,106.60030790000746,106.60030790000746,space,29.46813770000881,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,,,,,,,,,,,,133.5752524999989,134.1072179000039,0.5319654000049923,left,0,0.5050768999935826,None,-31,54:46,-2,,,,,,,,,,Antoine9,2 - with skip,"54:46, 51:49","1.5s, 1.0s",2023-07-21_13h41.23.282,Rewa's Exp,2023.1.2,59.96016247009956,
