Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,Videoshowstart,Videoshowstop,VideoshowRT,response.keys,response.corr,response.rt,key_skip.keys,total_score,Dot_ratio,current_score,Left_3.started,response_2.keys,response_2.corr,response_2.rt,key_skip_2.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,text_10.stopped,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,7,0,7,0,0,3,3,1,,,,,0,0,0,1,0,0,0,1,,,,,,,,748.4169681999992,750.0577615999991,1.6407933999998932,right,1,1.6166537999997672,None,56,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,7,0,7,0,1,0,4,1,,,,,0,0,0,1,0,0,0,1,,,,,,,,753.9604588999991,755.4577589,1.4973000000009051,right,1,1.4799330000005284,None,57,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,7,0,7,0,1,1,5,3,,,,,0,0,0,1,0,0,0,1,,,,,,,,759.3534208000001,761.2907959999993,1.9373751999992237,left,1,1.9197143000019423,None,58,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,7,0,7,0,1,2,6,2,,,,,0,0,0,1,0,0,0,1,,,,,,,,765.1991032999995,766.5575566999996,1.358453400000144,left,1,1.3291335000012623,None,59,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,7,0,7,0,1,3,7,0,,,,,0,0,0,1,0,0,0,1,,,,,,,,770.4869799999997,771.9742279000002,1.4872479000005114,None,0,,None,57,60:40,-2,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,7,0,7,0,,,,,0,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,775.9293183999998,777.7907400999993,1.8614216999994824,,,,,58,57:43,1,781.7977708999988,right,1,1.8405416000023251,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,7,0,7,0,,,,,0,1,1,3,0,0,0,1,0,0,0,1,,,,,,,,781.7225861999996,783.6241546000001,1.9015684000005422,,,,,59,57:43,1,787.5916104999997,left,1,1.8779420999999274,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,7,0,7,0,,,,,0,2,2,2,0,0,0,1,0,0,0,1,,,,,,,,787.5192537999992,788.8408233999999,1.3215696000006574,,,,,60,57:43,1,793.3882467999993,left,1,1.2892769000009139,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,7,0,7,0,,,,,0,3,3,0,0,0,0,1,0,0,0,1,,,,,,,,792.7737789000003,794.0909297999988,1.3171508999985235,,,,,61,57:43,1,798.6427173999982,right,1,1.2916640000021289,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,7,0,7,0,,,,,1,0,4,0,0,0,0,1,0,0,0,1,,,,,,,,798.0070280999989,799.4907738999991,1.4837458000001789,,,,,62,57:43,1,803.8758823999997,right,1,1.4660531000008632,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,7,0,7,0,,,,,1,1,5,1,0,0,0,1,0,0,0,1,,,,,,,,803.3944178999991,805.1909668999997,1.7965490000005957,,,,,63,57:43,1,809.2634753999992,right,1,1.774493300001268,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,7,0,7,0,,,,,1,2,6,2,0,0,0,1,0,0,0,1,,,,,,,,809.1473449000005,810.4579264000004,1.3105814999998984,,,,,64,57:43,1,815.0162686999993,left,1,1.2859793000006903,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,7,0,7,0,,,,,1,3,7,3,0,0,0,1,0,0,0,1,,,,,,,,814.4352825999995,816.2408636,1.8055810000005295,,,,,62,57:43,-2,820.3042208999996,right,0,1.7827668000008998,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,7,0,7,0,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,823.2709585999983,823.2709585999983,823.2709585999983,823.2709585999983,space,10.14391390000128,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,8,0,8,0,0,0,0,3,,,,,0,0,0,1,0,0,0,0,,,,,,,,830.3176647,832.1240268000001,1.8063621000001149,left,1,1.7880428000007669,None,63,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,8,0,8,0,0,1,1,0,,,,,0,0,0,1,0,0,0,0,,,,,,,,836.0528627000003,837.5074282999994,1.454565599999114,right,1,1.4369051000012405,None,64,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,8,0,8,0,0,2,2,1,,,,,0,0,0,1,0,0,0,0,,,,,,,,841.4153119000002,842.9075317999996,1.492219899999327,right,1,1.4651399000013043,None,65,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,8,0,8,0,0,3,3,2,,,,,0,0,0,1,0,0,0,0,,,,,,,,846.8602456999997,848.1742467999993,1.3140010999995866,left,1,1.2841306000009354,None,66,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,8,0,8,0,1,0,4,3,,,,,0,0,0,1,0,0,0,0,,,,,,,,852.1503916999991,854.0575854999988,1.9071937999997317,left,1,1.8900773000004847,None,67,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,8,0,8,0,1,1,5,1,,,,,0,0,0,1,0,0,0,0,,,,,,,,857.9344724000002,859.6407257999999,1.7062533999996958,right,1,1.682689000001119,None,68,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,8,0,8,0,1,2,6,0,,,,,0,0,0,1,0,0,0,0,,,,,,,,863.5315374999991,864.8573992000001,1.3258617000010418,right,1,1.3017405000009603,None,69,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,8,0,8,0,1,3,7,2,,,,,0,0,0,1,0,0,0,0,,,,,,,,868.8023489999996,870.0238516999998,1.221502700000201,left,1,1.1900018000014825,None,70,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,8,0,8,0,,,,,0,0,0,3,0,0,0,1,0,0,0,0,,,,,,,,873.9454391999989,875.5745798999997,1.6291407000007894,,,,,71,57:43,1,879.8145141999994,left,1,1.6075357999998232,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,8,0,8,0,,,,,0,1,1,2,0,0,0,1,0,0,0,0,,,,,,,,879.5244278999999,880.7239709999994,1.1995430999995733,,,,,72,57:43,1,885.3933723999999,left,1,1.1724664000012126,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,8,0,8,0,,,,,0,2,2,0,0,0,0,1,0,0,0,0,,,,,,,,884.6290222999996,885.7907615999993,1.161739299999681,,,,,73,57:43,1,890.4979851999997,right,1,1.1397450000004028,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,8,0,8,0,,,,,0,3,3,1,0,0,0,1,0,0,0,0,,,,,,,,889.6931470999989,891.4740896999992,1.780942600000344,,,,,74,57:43,1,895.5621615,right,1,1.7491407000015897,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,8,0,8,0,,,,,1,0,4,1,0,0,0,1,0,0,0,0,,,,,,,,895.3758877,897.0406138999988,1.6647261999987677,,,,,75,57:43,1,901.2449095999982,right,1,1.6324570000015228,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,8,0,8,0,,,,,1,1,5,2,0,0,0,1,0,0,0,0,,,,,,,,900.9330047000003,902.2739973999996,1.3409926999993331,,,,,76,57:43,1,906.8019767999995,left,1,1.308303200001319,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,8,0,8,0,,,,,1,2,6,0,0,0,0,1,0,0,0,0,,,,,,,,906.1792974,907.2076261000002,1.028328700000202,,,,,77,57:43,1,912.0482683999999,right,1,1.0050864000004367,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,8,0,8,0,,,,,1,3,7,3,0,0,0,1,0,0,0,0,,,,,,,,911.1344456999996,912.8909368000004,1.7564911000008578,,,,,78,57:43,1,917.0034435999987,left,1,1.7382174000013038,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,8,0,8,0,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,919.9240363999997,919.9240363999997,919.9240363999997,919.9240363999997,space,1.898106500000722,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,9,0,9,0,0,0,0,3,,,,,0,0,0,0,0,0,0,3,,,,,,,,918.7659079000005,920.3578462999994,1.5919383999989805,left,1,1.5708852000007028,None,79,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,9,0,9,0,0,1,1,1,,,,,0,0,0,0,0,0,0,3,,,,,,,,924.3233693999991,926.2072874999994,1.883918100000301,right,1,1.8526922000000923,None,80,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,9,0,9,0,0,2,2,0,,,,,0,0,0,0,0,0,0,3,,,,,,,,930.1384875999993,931.5740117000005,1.435524100001203,right,1,1.4063027000011061,None,81,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,9,0,9,0,0,3,3,2,,,,,0,0,0,0,0,0,0,3,,,,,,,,935.526550999999,936.9072643,1.3807133000009344,left,1,1.354530500000692,None,82,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,9,0,9,0,1,0,4,1,,,,,0,0,0,0,0,0,0,3,,,,,,,,940.7945402000005,942.7740474000002,1.9795071999997162,None,0,,None,80,60:40,-2,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,9,0,9,0,1,1,5,0,,,,,0,0,0,0,0,0,0,3,,,,,,,,946.6709633999999,947.7906222999991,1.1196588999991945,left,0,1.0891495000014402,None,78,60:40,-2,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,9,0,9,0,1,2,6,2,,,,,0,0,0,0,0,0,0,3,,,,,,,,951.7077625999991,952.7907140999996,1.0829515000004903,left,1,1.0613411000013002,None,79,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,9,0,9,0,1,3,7,3,,,,,0,0,0,0,0,0,0,3,,,,,,,,956.7150564000003,958.4738775000005,1.7588211000002048,left,1,1.7342565000017203,None,80,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,9,0,9,0,,,,,0,0,0,2,0,0,0,0,0,0,0,3,,,,,,,,962.403415499999,963.6907023000003,1.2872868000013113,,,,,78,57:43,-2,968.2723841999996,right,0,1.2702982000009797,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,9,0,9,0,,,,,0,1,1,1,0,0,0,0,0,0,0,3,,,,,,,,967.6015227999997,969.2573852000005,1.6558624000008422,,,,,79,57:43,1,973.4705002999999,right,1,1.6389945000028092,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,9,0,9,0,,,,,0,2,2,3,0,0,0,0,0,0,0,3,,,,,,,,973.1530234999991,974.7573716999996,1.6043482000004587,,,,,80,57:43,1,979.0220477999992,left,1,1.5838458000016544,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,9,0,9,0,,,,,0,3,3,0,0,0,0,0,0,0,0,3,,,,,,,,978.6731197999998,979.990744499999,1.3176246999992145,,,,,81,57:43,1,984.5420677999991,right,1,1.295690500001001,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,9,0,9,0,,,,,1,0,4,1,0,0,0,0,0,0,0,3,,,,,,,,983.9220160999994,985.6904684000001,1.7684523000007175,,,,,82,57:43,1,989.7910385999985,right,1,1.7425391000015225,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,9,0,9,0,,,,,1,1,5,2,0,0,0,0,0,0,0,3,,,,,,,,989.6225150999999,990.8408483999992,1.2183332999993581,,,,,83,57:43,1,995.4914486999987,left,1,1.1953538000016124,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,9,0,9,0,,,,,1,2,6,3,0,0,0,0,0,0,0,3,,,,,,,,994.7433765999995,996.1906416000002,1.447265000000698,,,,,84,57:43,1,1000.6123330999999,left,1,1.417003200002,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,9,0,9,0,,,,,1,3,7,0,0,0,0,0,0,0,0,3,,,,,,,,1000.1028461999995,1001.4576586999992,1.3548124999997526,,,,,85,57:43,1,1005.9718215999983,right,1,1.3217730000014853,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,9,0,9,0,,,,,,,,,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1008.4898922999982,1008.4898922999982,1008.4898922999982,1008.4898922999982,space,5.692156500001147,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,10,0,10,0,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,,,,1011.1236346999995,1012.3573392999988,1.233704599999328,right,1,1.205153099999734,None,86,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,10,0,10,0,0,1,1,1,,,,,0,0,0,3,0,0,0,0,,,,,,,,1016.343648099999,1018.0076977999997,1.66404970000076,right,1,1.6420565000007628,None,87,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,10,0,10,0,0,2,2,2,,,,,0,0,0,3,0,0,0,0,,,,,,,,1021.9292322000001,1023.4240833000003,1.4948511000002327,left,1,1.488623400002325,None,88,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,10,0,10,0,0,3,3,3,,,,,0,0,0,3,0,0,0,0,,,,,,,,1027.3333975000005,1028.7406520999994,1.4072545999988506,left,1,1.3785755000008066,None,89,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,10,0,10,0,1,0,4,2,,,,,0,0,0,3,0,0,0,0,,,,,,,,1032.6437547000005,1033.8744238,1.2306690999994316,left,1,1.2041478000010102,None,90,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,10,0,10,0,1,1,5,0,,,,,0,0,0,3,0,0,0,0,,,,,,,,1037.8186494000001,1038.7572533999992,0.9386039999990317,right,1,0.9179143000019394,None,91,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,10,0,10,0,1,2,6,1,,,,,0,0,0,3,0,0,0,0,,,,,,,,1042.638454,1044.0239617999996,1.3855077999996865,right,1,1.354100800001106,None,92,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,10,0,10,0,1,3,7,3,,,,,0,0,0,3,0,0,0,0,,,,,,,,1047.9542975000004,1049.6080026,1.65370509999957,left,1,1.6300572000000102,None,93,60:40,1,,,,,,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,10,0,10,0,,,,,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,1053.5222245000004,1054.7572395999996,1.2350150999991456,,,,,91,57:43,-2,1059.3906289999995,left,0,1.206046500001321,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,10,0,10,0,,,,,0,1,1,3,0,0,0,3,0,0,0,0,,,,,,,,1058.6584798000004,1060.2402736999993,1.5817938999989565,,,,,92,57:43,1,1064.5273634999994,left,1,1.550005400000373,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,10,0,10,0,,,,,0,2,2,2,0,0,0,3,0,0,0,0,,,,,,,,1064.1548229,1065.4071896999994,1.252366799999436,,,,,93,57:43,1,1070.0226896999993,left,1,1.2225424999996903,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,10,0,10,0,,,,,0,3,3,1,0,0,0,3,0,0,0,0,,,,,,,,1069.345290199999,1071.0073398000004,1.66204960000141,,,,,94,57:43,1,1075.2142814999988,right,1,1.630811500001073,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,red,green,right,Countdown_2s.jpg,10,0,10,0,,,,,1,0,4,1,0,0,0,3,0,0,0,0,,,,,,,,1074.9082233999998,1076.3238241,1.415600700000141,,,,,95,57:43,1,1080.777216999999,right,1,1.3968650000006164,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,red,green,right,Countdown_1.5s.jpg,10,0,10,0,,,,,1,1,5,0,0,0,0,3,0,0,0,0,,,,,,,,1080.2334150999995,1081.5405057999997,1.307090700000117,,,,,96,57:43,1,1086.102386999999,right,1,1.2795777000010276,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_1.5s.mp4,green,red,left,Countdown_1.5s.jpg,10,0,10,0,,,,,1,2,6,2,0,0,0,3,0,0,0,0,,,,,,,,1085.4797332999988,1086.7572578,1.2775245000011637,,,,,97,57:43,1,1091.3486882999987,left,1,1.2480928000004496,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
Countdown_2s.mp4,green,red,left,Countdown_2s.jpg,10,0,10,0,,,,,1,3,7,3,0,0,0,3,0,0,0,0,,,,,,,,1090.6953400999992,1092.4573069999988,1.7619668999996065,,,,,98,57:43,1,1096.5640476999997,left,1,1.7376023000015266,None,,,,,,,,,negar,1 - without skip,"60:40, 57:43","2.0s, 1.5s",2023-07-18_18h09.12.725,Rewa's Exp,2023.1.2,59.98271298185268,
